genus	species	scientificName	decimalLatitude	decimalLongitude	env_temperature	env_precipitation	env_elevation	env_soil_pH	env_humidity	env_vegetation	env_seasonality	is_ghost
Aedes	flavus	Aedes flavus	-32.62294589692552	-62.3852866785783	24.870482909622982	1912.1173340332743	1706.8072640224116	5.211057986756939	63.35911735521263	0.6297810716981369	0.56173822663004	False
Megasoma		Megasoma unknown_sp	-11.124269075205213	-34.9629932363516	28.12054535270486	2109.107755340925	2848.7584937322367	6.715316575275346	79.20835964574769	0.8995480553571911	0.8017107532091232	True
Apis	brasilensis	Apis brasilensis	-16.599509202294612	-46.65023031572484	29.492060624146937	1546.39674097162	2564.1770365813586	7.294331264813353	64.77715525482864	0.6313725128724688	0.4470404098038174	False
Heliconius	silvestris	Heliconius silvestris	-7.490980723487226	-58.8777083930725	28.058401791711752	2052.7757390797005	1742.3154946823745	4.253456952512195	78.35939367481149	0.5595158301033889	0.2286785391661969	False
Aedes	sp_nov	Aedes sp_nov	-20.90204596848546	-45.07936240153795	25.49051424862875	2752.4130615297063	2620.7995048082844	5.869847720917558	77.44243124744125	0.435295768395572	0.5464338601191736	True
Odontomachus		Odontomachus unknown_sp	-27.65337694761798	-38.11355524073794	24.67267277776977	2024.7874865234053	2868.636238458741	7.0888672003686	75.35475173068065	0.6547782083250318	0.7494017734925679	True
Dynastes	flavus	Dynastes flavus	4.591794644110706	-36.41473587035321	29.740155821836748	2385.7888118831142	2155.72318639151	4.288779870541474	67.1188866904759	0.3043985184631473	0.693369649210344	False
Aedes	ghost_entity	Aedes ghost_entity	-0.981593419294832	-71.63752159767364	20.871085842092427	2571.692928187391	188.46058750039268	6.885799164138918	74.68248747431645	0.8736962204695295	0.8051606237400172	True
Apis	mariposa	Apis mariposa	-0.1442198858446701	-58.47419767442213	31.55191693105928	2975.203320301974	1164.5826856339136	5.25230472824895	76.84184637434397	0.8219993038559628	0.3223216777990942	False
Heliconius	titanus	Heliconius titanus	-23.940196939881304	-69.72583782190692	27.953334703714475	2127.034284789356	2429.694632321412	5.127331457767673	74.5559099822963	0.4381485859075528	0.2551630938142198	False
Megasoma	sp_nov	Megasoma sp_nov	-32.1854453572525	-60.77569146643874	20.79309698273648	2575.070327717689	668.6506678345551	7.4211323521017505	69.99887537380407	0.9145981457009706	0.803853188753551	True
Apis		Apis unknown_sp	-21.87264492774431	-67.26551575768339	28.30746057177884	2917.8285008207245	2408.863301476811	4.703006814518029	50.66001756708187	0.8189005755616761	0.6260482502224185	True
Apis	titanus	Apis titanus	-12.753785339330442	-48.6082290587529	25.417760324535635	2877.7013962700016	348.9824099014882	6.426178792879384	76.41777684655179	0.6997301643762799	0.3487431440060433	False
Dynastes	mariposa	Dynastes mariposa	-20.96060156995441	-58.718706185996	27.90122133902222	1110.38006731097	136.14153572865771	6.875042548034532	57.57999733142238	0.2913214333439561	0.6938784404580074	False
Anopheles	lineatus	Anopheles lineatus	-1.4131088522840471	-64.93066544293647	28.748913020199744	1694.0630782017483	1113.8627733246235	4.144142233477451	78.91591860262353	0.5586755172860542	0.7520947075842943	False
Heliconius	mariposa	Heliconius mariposa	-23.109826283030067	-63.50182713389826	19.22206251425545	1512.7781344349592	106.52261853717953	6.346349104240443	84.17049475652897	0.5795806661350631	0.591982592272906	False
Camponotus	mariposa	Camponotus mariposa	3.944821385240018	-59.81050677747402	25.08545538903086	991.2350328907684	2776.0837626516445	7.330424910243645	72.52003891088336	0.374413518774035	0.6503072879039321	False
Apis	titanus	Apis titanus	-15.86665869706459	-63.73596036239833	31.048200791597075	2193.1297048041133	2395.996517802501	4.434769883548208	74.40636492408822	0.2599740457694764	0.400207923554133	False
Anopheles	maximus	Anopheles maximus	-0.8611000745327289	-56.17828288899271	22.4889906902332	2418.990149031205	2322.232092676638	7.136774559397634	92.8165351849696	0.7825427228537696	0.5309565338744313	False
Camponotus	titanus	Camponotus titanus	-26.119178674199954	-72.63644631161267	26.314363365810586	2665.881810027144	1826.355976688844	6.081718230819276	88.12253126176583	0.2915262890932962	0.5193273365809298	False
Heliconius	silvestris	Heliconius silvestris	-17.65719770278954	-62.96124686969422	23.169226741138544	1070.1091572579587	627.3396668060052	6.158116036518659	91.14064321781616	0.645718062921331	0.7784382329046176	False
Atta	brasilensis	Atta brasilensis	-6.419023780079442	-57.82181721389752	24.359751611067395	2728.1769669256464	1502.9550633615374	6.145304612029621	86.61948297438138	0.9023368804127454	0.7719711842257461	False
Odontomachus	minuta	Odontomachus minuta	-28.30422939570575	-50.33122841288903	25.680443651134144	2214.436239951357	1732.094810047989	5.045925602180598	54.90132538310292	0.8570788944485319	0.7661443754776346	False
Anopheles	maximus	Anopheles maximus	-28.52292853252418	-63.30555617765842	25.68490771844568	2348.681497304721	1522.5913524947778	7.273206353548109	56.70463351865876	0.4083144678119458	0.1088252914099726	False
Bombus	giganteus	Bombus giganteus	4.111937817452194	-68.6924616037514	20.8242264726233	2803.372807788669	754.6767670594292	7.315726619208636	73.69807087710318	0.8385864781634489	0.6996363875751106	False
Atta	minuta	Atta minuta	-5.83079093698187	-70.92056515767273	27.58400167031767	2174.4747962951524	1494.218980512705	6.188566310748818	61.07313464590992	0.200249379590367	0.706941112088804	False
Odontomachus	brasilensis	Odontomachus brasilensis	-32.09836684605285	-37.1252055590065	19.230153557397195	1538.904885729637	1424.440388519017	6.741979540795652	71.45129637685216	0.2132658572099429	0.6427030582841134	False
Dynastes		Dynastes unknown_sp	-18.14598484365301	-57.60941284242547	19.94354682818829	2615.236129129852	2889.3737498395003	6.142902950584054	67.74643957182576	0.6519148728821487	0.7050117263131621	True
Aedes	sp_nov	Aedes sp_nov	-16.792691234351064	-51.1765415118297	18.03795259180061	1598.730266829199	2602.5648293339914	5.695394566509142	74.7236407293704	0.4735986643583971	0.773576297197367	True
Megasoma	silvestris	Megasoma silvestris	-4.6823369230345016	-37.960196823229616	19.63374489798354	875.301843805164	1343.8041698252978	6.312870414047378	83.60940722611201	0.4898456308693603	0.4762552432814285	False
Bombus	silvestris	Bombus silvestris	-23.91643943348021	-70.66453677661954	24.62432681472649	2627.439914443549	1806.518410511844	5.935505084071854	82.19709081946735	0.6233308180091619	0.5016401707907577	False
Dynastes	giganteus	Dynastes giganteus	-26.51098670107657	-39.6225359003015	26.485426334781742	1559.4227187388065	2168.827651867463	6.091165519211756	73.45553596184004	0.3438368416938954	0.1997712455291124	False
Heliconius	maximus	Heliconius maximus	-30.54595430192929	-52.33291418352687	29.120052299530474	2502.4359510429485	101.10896467809224	6.743413936966016	87.00770384676761	0.3588165129991087	0.4083007064378895	False
Dynastes		Dynastes undetected_form	-16.9957354773358	-67.45498038954327	19.493789501588104	1598.06736826508	2595.272179560736	5.683163410071447	69.3887941192115	0.5634511902641486	0.6146921439294275	True
Aedes	lineatus	Aedes lineatus	-6.848503870150715	-57.81992494151207	29.910184440230367	2694.3496439443875	2494.3677676119787	4.142639371323655	90.35214304280552	0.7656901582578972	0.7243198209178197	False
Heliconius	mariposa	Heliconius mariposa	-31.4304497751707	-43.49575070595268	28.443643357682056	1282.923155178109	1326.5530835437512	4.573998183463241	53.207612152482376	0.6646233135556907	0.2737672781529684	False
Bombus	maximus	Bombus maximus	1.993335377432736	-55.11752979902553	23.71925610110284	2944.003983437514	1134.3923216331011	5.535125257713384	92.95970135149884	0.4230162861776292	0.2102583193273883	False
Aedes	sp_nov	Aedes sp_nov	-16.44826304048693	-35.37531541897878	31.061132939399364	2515.469304533668	791.5821870833133	6.536892959559204	79.46118866441067	0.522752883131691	0.6304336036003938	True
Camponotus	lineatus	Camponotus lineatus	-24.348292992861275	-59.16950627542652	31.87301267040347	1051.323437024873	1382.3628021580685	6.076475269085625	67.10335290217424	0.3279985689124988	0.1015039068199285	False
Megasoma	silvestris	Megasoma silvestris	-30.038941686829624	-44.59148847093558	20.87002534074532	2044.708563926433	128.69232424638665	6.2760296505570885	58.87193569577949	0.2559723607528112	0.2426980674458638	False
Bombus	titanus	Bombus titanus	-26.56822611281502	-58.53411254492661	23.309200189493204	2967.8080869318164	2471.3612467063226	5.677476250017006	71.563245324962	0.7870220305581119	0.123257104275163	False
Camponotus	sp_nov	Camponotus sp_nov	2.749945896248676	-41.47967897037528	30.97029193025596	1836.343995926392	102.7248684137807	6.1550970767978495	58.75512454333855	0.3990405568911459	0.2335080942838967	True
Odontomachus	brasilensis	Odontomachus brasilensis	-8.807446840109339	-51.64891455561927	28.10235171051788	1200.635705407483	954.248959572626	5.151561032351317	57.484922348441394	0.3333247908884361	0.2450554239404042	False
Bombus	giganteus	Bombus giganteus	-13.548845960363902	-71.41668746303095	18.673325015497227	1866.5124077307617	2701.609516125071	5.645639074438328	77.78082908358384	0.7187135416769894	0.4101388758003154	False
Odontomachus	brasilensis	Odontomachus brasilensis	-8.072658188493495	-72.46026497543274	28.941202744519806	1927.4068429402275	2132.116698118013	6.6049767295823445	73.53881260618031	0.6635387557153896	0.4218616997492448	False
Heliconius		Heliconius undetected_form	-16.70875695156225	-68.66638215489525	29.591172420484888	2431.711277303064	816.0337856748276	7.051414726405924	80.15432155749238	0.6748922195100981	0.7994099764881902	True
Camponotus	sp_nov	Camponotus sp_nov	-5.228466654089079	-73.36542617526442	28.50702694671439	2337.46087695399	732.6823724865667	5.517793668847361	91.83226448398952	0.3716709536349602	0.5080877699990601	True
Megasoma	rubra	Megasoma rubra	-31.8390710200257	-70.95346074021873	29.193519832873218	1685.610095913357	14.7382054722753	4.152815801975764	73.9517096002568	0.3744841539220107	0.678723812489829	False
Aedes	rubra	Aedes rubra	-11.624548790731026	-46.85396707069554	29.55185747369916	1279.6508364869903	2017.5714492642755	4.565853904513809	76.1419423968259	0.3656019723392293	0.1833098863362299	False
Apis		Apis unknown_sp	-27.512788541942854	-53.007060646348	20.609669815034017	2219.1191690925248	141.47238685220196	4.073013987520383	54.03318526197239	0.3303144467467209	0.280351004370955	True
Dynastes	maximus	Dynastes maximus	-29.01357873557996	-44.5784896957241	21.29968444491	1727.74865601722	1544.54730626221	6.286420567330655	82.29361036588833	0.6917927544212423	0.6623547527829414	False
Atta	silvestris	Atta silvestris	-20.36669299806034	-38.19521908672616	26.872619892082483	1091.0076644757269	2790.1537205169443	5.163101188742881	67.99573430618703	0.836011913937051	0.1422431683748224	False
Megasoma	silvestris	Megasoma silvestris	-30.11983643327577	-51.02065328607405	30.710125826475224	2781.2590627200484	317.45969415791626	5.8986752250177865	93.95263573981606	0.7432381022574959	0.4892781297950025	False
Camponotus	mariposa	Camponotus mariposa	-30.02787745752616	-45.508674996790745	22.426752152150925	2320.68808674124	2593.991799807396	5.726468963743299	87.04283070180472	0.7940702253204075	0.5794951725303471	False
Apis	mariposa	Apis mariposa	-21.55488093373953	-44.298125000139976	26.236293461130792	2303.004484180059	2875.27847192064	4.285342713433494	73.51164682322532	0.5035988218138998	0.5817165152419849	False
Megasoma	mariposa	Megasoma mariposa	4.5009106162388335	-59.12604352331675	27.56174888783985	2609.684527005683	178.39937609378163	5.411414763933411	55.54501943774747	0.6905568465289986	0.1183462490144336	False
Camponotus	titanus	Camponotus titanus	-26.8621194743158	-64.4735830559114	24.32728041818655	1965.2556930411783	2560.4281804986376	4.771963937228131	88.67371069762652	0.4656771803335809	0.3576864033833484	False
Anopheles	minuta	Anopheles minuta	-33.030717028561746	-65.88272765539489	27.99295436797456	2593.1197424854054	1496.6291592864882	5.464399260336784	85.99014929408096	0.5941284664764801	0.6091925208393232	False
Anopheles	flavus	Anopheles flavus	-3.928787502847477	-64.06860061508868	30.595344234090422	1895.7996577242127	2628.889786389282	4.712523981197849	58.30633082916648	0.5612261349011467	0.2191997889193947	False
Odontomachus	minuta	Odontomachus minuta	-2.2303938950196027	-63.15798673628697	26.737421618545724	947.785879814562	1656.824931566765	6.941583421969267	63.28752301491395	0.3326653588578908	0.6563325186624426	False
Megasoma	brasilensis	Megasoma brasilensis	-20.194131477513373	-65.797398923785	25.556934866804863	1691.5457936609153	1920.1248293090373	4.609676678023888	85.70332661665267	0.4903090702517231	0.6967401670509397	False
Anopheles	minuta	Anopheles minuta	-15.577721295355158	-39.56157190156358	24.142425455436747	1894.4227667557595	1576.958833192458	7.362731930204419	58.33528009463343	0.9228667066117632	0.8855753523569162	False
Camponotus	titanus	Camponotus titanus	-8.358826376932232	-44.30133393206586	26.08480779268576	2384.445679591051	2507.0293528913107	5.455675781514293	91.29886201271198	0.3864351932862065	0.2678735958851275	False
Odontomachus		Odontomachus unknown_sp	-31.825701956315687	-72.0663481093633	22.97507432545754	1034.4732062830835	2128.338764965735	6.961858522066672	69.10373413383628	0.3003528022096166	0.7601045341328921	True
Camponotus	brasilensis	Camponotus brasilensis	3.316683532064048	-63.39490595281049	23.480749542821027	1108.0407850529878	1511.6549053232031	6.200676863720808	53.91675331644464	0.5139354662179514	0.5162372615349232	False
Odontomachus	minuta	Odontomachus minuta	0.8805351046238528	-73.0325765866152	25.44600471563444	1380.104365796156	2517.6663317494863	6.573726045330134	86.70868895769263	0.7927533018951112	0.3987700769153387	False
Megasoma	titanus	Megasoma titanus	-23.52514868967316	-54.42174120214558	18.93266757347144	1386.296465415941	711.3280435404703	6.687033608233731	66.80793573672744	0.6366111723349792	0.1979014058601423	False
Apis	flavus	Apis flavus	-33.103122928675	-55.28016175554954	21.20635547294715	2410.806072609937	456.28791313732535	5.766957086625562	73.69246373692015	0.7107311204286835	0.6884044851900301	False
Aedes	minuta	Aedes minuta	2.704016015099832	-41.39337473855621	25.599890348587724	1351.607453235515	465.16030545720906	5.90155183177151	55.05369549850487	0.3422711361310079	0.2886860793149497	False
Bombus	titanus	Bombus titanus	-14.159444527304892	-61.86590992495197	24.0413940039102	2192.815739386385	968.6257483611898	5.7989855373305375	50.11628066802421	0.6642111447557912	0.3971376014984366	False
Apis		Apis undetected_form	-12.664279512397565	-41.97931775316926	22.659421002774778	1887.402470304197	692.2010907729508	6.058204323315277	78.7093342606984	0.4426252961836053	0.1500337815178947	True
Heliconius	mariposa	Heliconius mariposa	-7.0254129934725	-36.05222577130292	28.227687915330225	2061.2476319946813	2697.262016478242	4.102880560147775	73.18288266501793	0.8257275244660756	0.7410935326556153	False
Camponotus		Camponotus undetected_form	-9.681804588793362	-70.44323846640323	27.71204650364674	2643.835318992251	306.9188721028936	5.384303094471553	76.70923561054163	0.6719741045080521	0.7132708191773147	True
Heliconius	silvestris	Heliconius silvestris	3.111772577869523	-42.93992247673735	20.334230639907364	1689.6393034078535	2027.0731403148045	6.1216604974641005	85.71847326712324	0.3491422083314719	0.68689266403385	False
Apis	mariposa	Apis mariposa	3.125812287881523	-50.83272442191843	30.300807615228138	2496.005029541395	548.7424653765171	6.0920324783955255	79.0972661040287	0.2484625098830646	0.3395548083935094	False
Odontomachus	silvestris	Odontomachus silvestris	0.1207584086451447	-55.13020268957763	24.93593076965552	1728.4793310115122	2556.7476850340154	6.77534633111971	57.86480492723197	0.2319749069652745	0.2387840594127658	False
Bombus	ghost_entity	Bombus ghost_entity	-8.880259699605563	-57.45705105419557	28.380452755946635	1578.517028434749	2787.8143357362314	6.29253268591238	66.234763359977	0.4785564257376055	0.6100426115761838	True
Bombus	giganteus	Bombus giganteus	-2.4629775073864124	-43.2194708797775	26.02411188960344	2908.9797900890853	1349.8630254329523	7.472466607192353	90.76509971544922	0.3993883524907351	0.4969331072905756	False
Atta		Atta undetected_form	-7.290434647063716	-48.900970942307126	31.967696622933808	1205.616025493719	2549.307292661582	4.993490850130257	84.64751151132555	0.684567592596881	0.2426019735237132	True
Bombus	giganteus	Bombus giganteus	-11.338685374794604	-42.42275349999295	28.53364368054352	998.7413132707374	14.920995188672826	5.25702860383181	75.04866760715228	0.5745003762339638	0.6487290168398909	False
